date_mutation,commune,code_postal,zone_toulon,numero_voie,type_voie,voie,adresse_complete,type_local,nombre_pieces,surface_reelle_bati,valeur_fonciere,prix_m2
20/02/2024,TOULON,83000,Centre / Littoral,4,RUE,GUSTAVE GARAUD,4 RUE GUSTAVE GARAUD,Appartement,2.0,50.0,180000.0,3600.0
20/02/2024,TOULON,83000,Centre / Littoral,4,RUE,GUSTAVE GARAUD,4 RUE GUSTAVE GARAUD,Appartement,1.0,32.0,180000.0,5625.0
20/02/2024,TOULON,83000,Centre / Littoral,4,RUE,GUSTAVE GARAUD,4 RUE GUSTAVE GARAUD,Appartement,2.0,44.0,180000.0,4090.91
20/02/2024,TOULON,83000,Centre / Littoral,4,RUE,GUSTAVE GARAUD,4 RUE GUSTAVE GARAUD,Appartement,1.0,23.0,180000.0,7826.09
26/02/2024,TOULON,83000,Centre / Littoral,10,RUE,JEAN PHILIPPE RAMEAU,10 RUE JEAN PHILIPPE RAMEAU,Appartement,6.0,105.0,258718.0,2463.98
07/03/2024,TOULON,83200,Ouest Toulon,87,AV,DOCTEUR DOYEN,87 AV DOCTEUR DOYEN,Appartement,2.0,42.0,400000.0,9523.81
07/03/2024,TOULON,83200,Ouest Toulon,87,AV,DOCTEUR DOYEN,87 AV DOCTEUR DOYEN,Appartement,1.0,30.0,400000.0,13333.33
07/03/2024,TOULON,83200,Ouest Toulon,87,AV,DOCTEUR DOYEN,87 AV DOCTEUR DOYEN,Appartement,3.0,78.0,400000.0,5128.21
07/03/2024,TOULON,83200,Ouest Toulon,87,AV,DOCTEUR DOYEN,87 AV DOCTEUR DOYEN,Appartement,3.0,82.0,400000.0,4878.05
06/03/2024,TOULON,83000,Centre / Littoral,40,RUE,DAILLON,40 RUE DAILLON,Appartement,3.0,53.0,131500.0,2481.13
19/02/2024,TOULON,83000,Centre / Littoral,75,BD,SAINTE HELENE,75 BD SAINTE HELENE,Appartement,2.0,27.0,120210.0,4452.22
06/03/2024,TOULON,83000,Centre / Littoral,4,AV,COLBERT,4 AV COLBERT,Appartement,2.0,47.0,173500.0,3691.49
01/03/2024,TOULON,83000,Centre / Littoral,317,AV,PIERRE LOTI,317 AV PIERRE LOTI,Appartement,3.0,60.0,146870.0,2447.83
19/02/2024,TOULON,83000,Centre / Littoral,9001,,LA TOUR D'IVOIRE,9001  LA TOUR D'IVOIRE,Appartement,3.0,74.0,185000.0,2500.0
14/02/2024,TOULON,83000,Centre / Littoral,1,RUE,DU LT HENRI LACROIX,1 RUE DU LT HENRI LACROIX,Appartement,1.0,21.0,118350.0,5635.71
01/03/2024,TOULON,83000,Centre / Littoral,53,CRS,LAFAYETTE,53 CRS LAFAYETTE,Appartement,2.0,36.0,15000.0,416.67
15/02/2024,TOULON,83200,Ouest Toulon,180,AV,GENERAL GOURAUD,180 AV GENERAL GOURAUD,Appartement,3.0,65.0,226000.0,3476.92
14/02/2024,TOULON,83200,Ouest Toulon,53,RUE,COULMIER,53 RUE COULMIER,Appartement,2.0,60.0,144000.0,2400.0
29/02/2024,TOULON,83200,Ouest Toulon,813,AV,DES MOULINS,813 AV DES MOULINS,Appartement,3.0,66.0,143000.0,2166.67
29/02/2024,TOULON,83200,Ouest Toulon,106,RUE,OSWALD LARROQUE,106 RUE OSWALD LARROQUE,Maison,6.0,127.0,440000.0,3464.57
16/02/2024,TOULON,83100,Est Toulon,34,ALL,DES FLAMBOYANTS,34 ALL DES FLAMBOYANTS,Appartement,2.0,42.0,168000.0,4000.0
27/02/2024,TOULON,83000,Centre / Littoral,248,AV,DES LICES,248 AV DES LICES,Appartement,4.0,61.0,70000.0,1147.54
27/02/2024,TOULON,83000,Centre / Littoral,248,AV,DES LICES,248 AV DES LICES,Appartement,3.0,51.0,70000.0,1372.55
19/02/2024,TOULON,83000,Centre / Littoral,3,RUE,DES SAVONNIERES,3 RUE DES SAVONNIERES,Appartement,2.0,35.0,86000.0,2457.14
07/03/2024,TOULON,83100,Est Toulon,493,AV,JOSEPH LOUIS ORTOLAN,493 AV JOSEPH LOUIS ORTOLAN,Maison,5.0,101.0,639760.0,6334.26
07/03/2024,TOULON,83000,Centre / Littoral,375,AV,PIERRE LOTI,375 AV PIERRE LOTI,Appartement,3.0,61.0,321000.0,5262.3
27/02/2024,TOULON,83000,Centre / Littoral,109,AV,D ENTRECASTEAUX,109 AV D ENTRECASTEAUX,Appartement,4.0,76.0,180000.0,2368.42
14/02/2024,TOULON,83200,Ouest Toulon,246,AV,DOCTEUR FONTAN,246 AV DOCTEUR FONTAN,Appartement,2.0,28.0,150000.0,5357.14
14/02/2024,TOULON,83200,Ouest Toulon,246,AV,DOCTEUR FONTAN,246 AV DOCTEUR FONTAN,Appartement,3.0,69.0,150000.0,2173.91
14/02/2024,TOULON,83200,Ouest Toulon,246,AV,DOCTEUR FONTAN,246 AV DOCTEUR FONTAN,Appartement,2.0,29.0,150000.0,5172.41
28/02/2024,TOULON,83000,Centre / Littoral,183,AV,FRANCOIS CUZIN,183 AV FRANCOIS CUZIN,Appartement,3.0,57.0,115000.0,2017.54
20/02/2024,TOULON,83200,Ouest Toulon,660,AV,DU 15E CORPS,660 AV DU 15E CORPS,Appartement,2.0,50.0,130450.0,2609.0
13/02/2024,TOULON,83000,Centre / Littoral,289,RUE,DENIS LITARDI,289 RUE DENIS LITARDI,Appartement,1.0,26.0,88405.0,3400.19
01/03/2024,TOULON,83100,Est Toulon,134,AV,FORBIN,134 AV FORBIN,Appartement,1.0,28.0,80000.0,2857.14
01/03/2024,TOULON,83000,Centre / Littoral,241,CHE,DE LA CALADE,241 CHE DE LA CALADE,Appartement,3.0,51.0,150000.0,2941.18
19/02/2024,TOULON,83200,Ouest Toulon,1032,PL,COMMANDANT LAMY,1032 PL COMMANDANT LAMY,Appartement,2.0,32.0,110000.0,3437.5
19/02/2024,TOULON,83100,Est Toulon,231,RUE,COURTELINE,231 RUE COURTELINE,Appartement,2.0,42.0,179900.0,4283.33
13/03/2024,TOULON,83000,Centre / Littoral,4,AV,COLBERT,4 AV COLBERT,Appartement,2.0,47.0,105000.0,2234.04
26/02/2024,TOULON,83000,Centre / Littoral,3,RUE,PIERRE SEMARD,3 RUE PIERRE SEMARD,Appartement,2.0,28.0,67000.0,2392.86
23/02/2024,TOULON,83200,Ouest Toulon,85,RUE,FELIX MAYOL,85 RUE FELIX MAYOL,Appartement,2.0,42.0,143000.0,3404.76
23/02/2024,TOULON,83100,Est Toulon,30,IMP,GEORGES MOINEAUX,30 IMP GEORGES MOINEAUX,Appartement,2.0,25.0,107070.0,4282.8
19/02/2024,TOULON,83100,Est Toulon,216,AV,NOBEL,216 AV NOBEL,Appartement,2.0,28.0,90000.0,3214.29
20/02/2024,TOULON,83200,Ouest Toulon,22,RUE,COULMIER,22 RUE COULMIER,Appartement,2.0,45.0,75000.0,1666.67
21/02/2024,TOULON,83000,Centre / Littoral,560,AV,DU MARECHAL FOCH,560 AV DU MARECHAL FOCH,Appartement,4.0,80.0,171000.0,2137.5
08/03/2024,TOULON,83000,Centre / Littoral,9,ALL,DU 8 MAI 1945,9 ALL DU 8 MAI 1945,Appartement,4.0,68.0,165000.0,2426.47
08/03/2024,TOULON,83000,Centre / Littoral,167,BD,TRUCY,167 BD TRUCY,Appartement,5.0,120.0,380170.0,3168.08
07/03/2024,TOULON,83200,Ouest Toulon,4,RUE,GROIGNARD,4 RUE GROIGNARD,Appartement,3.0,64.0,215000.0,3359.38
16/02/2024,TOULON,83000,Centre / Littoral,18,AV,DU MARECHAL FOCH,18 AV DU MARECHAL FOCH,Appartement,1.0,26.0,160500.0,6173.08
22/02/2024,TOULON,83100,Est Toulon,125,BD,LEON BOURGEOIS,125 BD LEON BOURGEOIS,Appartement,5.0,89.0,158370.0,1779.44
23/02/2024,TOULON,83200,Ouest Toulon,35,PL,ABBE LEON SPARIAT,35 PL ABBE LEON SPARIAT,Appartement,1.0,29.0,75000.0,2586.21
24/02/2024,TOULON,83000,Centre / Littoral,3,IMP,BOSANO,3 IMP BOSANO,Maison,4.0,69.0,100000.0,1449.28
27/02/2024,TOULON,83200,Ouest Toulon,5,,MAS DE LA GIRAUDE,5  MAS DE LA GIRAUDE,Maison,3.0,71.0,530000.0,7464.79
19/02/2024,TOULON,83200,Ouest Toulon,67,IMP,DU SERPOLET,67 IMP DU SERPOLET,Maison,4.0,94.0,608250.0,6470.74
20/02/2024,TOULON,83000,Centre / Littoral,117,AV,LAZARE CARNOT,117 AV LAZARE CARNOT,Appartement,4.0,74.0,134000.0,1810.81
04/03/2024,TOULON,83100,Est Toulon,126,AV,ANDRE VUILLET,126 AV ANDRE VUILLET,Maison,4.0,100.0,535000.0,5350.0
29/02/2024,TOULON,83000,Centre / Littoral,11,RUE,GIMELLI,11 RUE GIMELLI,Appartement,3.0,94.0,281310.0,2992.66
29/02/2024,TOULON,83000,Centre / Littoral,454,RUE,JEAN JAURES,454 RUE JEAN JAURES,Appartement,3.0,54.0,110000.0,2037.04
12/03/2024,TOULON,83000,Centre / Littoral,32,RUE,DES RIAUX,32 RUE DES RIAUX,Appartement,2.0,51.0,121000.0,2372.55
05/03/2024,TOULON,83000,Centre / Littoral,112,RUE,ROSSINI,112 RUE ROSSINI,Appartement,3.0,72.0,190000.0,2638.89
12/03/2024,TOULON,83000,Centre / Littoral,352,CHE,DE LA CALADE,352 CHE DE LA CALADE,Appartement,1.0,30.0,138500.0,4616.67
12/03/2024,TOULON,83200,Ouest Toulon,9010,TRA,DU CINQUIEME MOULIN,9010 TRA DU CINQUIEME MOULIN,Appartement,1.0,42.0,121250.0,2886.9
11/03/2024,TOULON,83100,Est Toulon,865,AV,JOSEPH LOUIS ORTOLAN,865 AV JOSEPH LOUIS ORTOLAN,Appartement,2.0,41.0,235750.0,5750.0
04/03/2024,TOULON,83000,Centre / Littoral,830,CHE,DE LA BARRE,830 CHE DE LA BARRE,Appartement,2.0,51.0,199600.0,3913.73
08/03/2024,TOULON,83000,Centre / Littoral,19,RUE,CHARLES PONCY,19 RUE CHARLES PONCY,Appartement,1.0,13.0,55417.0,4262.85
08/03/2024,TOULON,83100,Est Toulon,230,AV,SGT GABRIEL JOURDAN,230 AV SGT GABRIEL JOURDAN,Appartement,3.0,64.0,66299.0,1035.92
12/03/2024,TOULON,83000,Centre / Littoral,157,AV,EMILE VINCENT,157 AV EMILE VINCENT,Appartement,3.0,48.0,144000.0,3000.0
01/03/2024,TOULON,83000,Centre / Littoral,15,RUE,DOCTEUR PAUL MAROTTE,15 RUE DOCTEUR PAUL MAROTTE,Maison,5.0,92.0,440000.0,4782.61
26/02/2024,TOULON,83200,Ouest Toulon,359,BD,PELLICOT,359 BD PELLICOT,Appartement,2.0,47.0,135000.0,2872.34
19/02/2024,TOULON,83200,Ouest Toulon,79,RUE,GROIGNARD,79 RUE GROIGNARD,Appartement,2.0,41.0,170000.0,4146.34
20/02/2024,TOULON,83000,Centre / Littoral,2,RUE,BAYARD,2 RUE BAYARD,Appartement,2.0,39.0,150000.0,3846.15
29/02/2024,TOULON,83100,Est Toulon,304,CHE,DE LA PROVIDENCE,304 CHE DE LA PROVIDENCE,Maison,5.0,110.0,570000.0,5181.82
27/02/2024,TOULON,83000,Centre / Littoral,133,RUE,ORVES,133 RUE ORVES,Appartement,2.0,31.0,477000.0,15387.1
27/02/2024,TOULON,83000,Centre / Littoral,133,RUE,ORVES,133 RUE ORVES,Appartement,2.0,21.0,477000.0,22714.29
27/02/2024,TOULON,83000,Centre / Littoral,133,RUE,ORVES,133 RUE ORVES,Appartement,2.0,31.0,477000.0,15387.1
27/02/2024,TOULON,83000,Centre / Littoral,133,RUE,ORVES,133 RUE ORVES,Appartement,2.0,21.0,477000.0,22714.29
07/03/2024,TOULON,83000,Centre / Littoral,6,RUE,ZENON PONS,6 RUE ZENON PONS,Maison,3.0,50.0,339000.0,6780.0
11/03/2024,TOULON,83000,Centre / Littoral,9,BD,DE STRASBOURG,9 BD DE STRASBOURG,Appartement,3.0,95.0,328000.0,3452.63
29/02/2024,TOULON,83000,Centre / Littoral,187,RUE,PDT ROBERT SCHUMAN,187 RUE PDT ROBERT SCHUMAN,Appartement,5.0,86.0,163000.0,1895.35
13/03/2024,TOULON,83100,Est Toulon,67,RUE,LEON ISNARD,67 RUE LEON ISNARD,Maison,3.0,49.0,286000.0,5836.73
12/03/2024,TOULON,83000,Centre / Littoral,14,RUE,PEIRESC,14 RUE PEIRESC,Appartement,3.0,78.0,130000.0,1666.67
14/03/2024,TOULON,83100,Est Toulon,1621,AV,JOSEPH GASQUET,1621 AV JOSEPH GASQUET,Appartement,3.0,56.0,95000.0,1696.43
07/03/2024,TOULON,83100,Est Toulon,256,AV,JOSEPH GASQUET,256 AV JOSEPH GASQUET,Appartement,4.0,68.0,119800.0,1761.76
08/02/2024,TOULON,83000,Centre / Littoral,31,AV,FRANKLIN ROOSEVELT,31 AV FRANKLIN ROOSEVELT,Appartement,3.0,79.0,172000.0,2177.22
22/02/2024,TOULON,83000,Centre / Littoral,26,PL,GAMBETTA,26 PL GAMBETTA,Appartement,1.0,33.0,110000.0,3333.33
26/02/2024,TOULON,83000,Centre / Littoral,23,AV,EDOUARD LE BELLEGOU,23 AV EDOUARD LE BELLEGOU,Appartement,4.0,102.0,223355.0,2189.75
08/03/2024,TOULON,83000,Centre / Littoral,112,RUE,ROSSINI,112 RUE ROSSINI,Appartement,3.0,63.0,230750.0,3662.7
05/03/2024,TOULON,83000,Centre / Littoral,26,RUE,PIERRE SEMARD,26 RUE PIERRE SEMARD,Appartement,2.0,22.0,60000.0,2727.27
20/02/2024,TOULON,83000,Centre / Littoral,92,RUE,JOSEPHINE,92 RUE JOSEPHINE,Appartement,2.0,40.0,172200.0,4305.0
11/03/2024,TOULON,83000,Centre / Littoral,55,RUE,HENRI VIENNE,55 RUE HENRI VIENNE,Appartement,1.0,23.0,64000.0,2782.61
23/02/2024,TOULON,83100,Est Toulon,341,RUE,PIERRE BORIES,341 RUE PIERRE BORIES,Appartement,2.0,45.0,190000.0,4222.22
07/03/2024,TOULON,83000,Centre / Littoral,456,AV,FRANCOIS CUZIN,456 AV FRANCOIS CUZIN,Appartement,4.0,86.0,116000.0,1348.84
07/03/2024,TOULON,83000,Centre / Littoral,456,AV,FRANCOIS CUZIN,456 AV FRANCOIS CUZIN,Appartement,2.0,43.0,116000.0,2697.67
19/03/2024,TOULON,83000,Centre / Littoral,364,AV,DE LA REPUBLIQUE,364 AV DE LA REPUBLIQUE,Appartement,2.0,64.0,310000.0,4843.75
05/03/2024,TOULON,83000,Centre / Littoral,18,RUE,PAUL LENDRIN,18 RUE PAUL LENDRIN,Appartement,2.0,45.0,90000.0,2000.0
15/03/2024,TOULON,83200,Ouest Toulon,5,RUE,LIEUTENANT COL BERNARD,5 RUE LIEUTENANT COL BERNARD,Appartement,3.0,68.0,150000.0,2205.88
27/02/2024,TOULON,83200,Ouest Toulon,132,CHE,DE LA JONQUIERE,132 CHE DE LA JONQUIERE,Appartement,4.0,80.0,237000.0,2962.5
29/02/2024,TOULON,83200,Ouest Toulon,145,IMP,DU LIBAN,145 IMP DU LIBAN,Appartement,4.0,67.0,262000.0,3910.45
29/02/2024,TOULON,83100,Est Toulon,1960,CHEM,VX CHEMIN DE STE MUSSE,1960 CHEM VX CHEMIN DE STE MUSSE,Appartement,4.0,77.0,182000.0,2363.64
15/03/2024,TOULON,83100,Est Toulon,51,RUE,CHARLES LEJEUNE,51 RUE CHARLES LEJEUNE,Appartement,3.0,66.0,191000.0,2893.94
12/03/2024,TOULON,83000,Centre / Littoral,289,RUE,DENIS LITARDI,289 RUE DENIS LITARDI,Appartement,1.0,21.0,105000.0,5000.0
14/03/2024,TOULON,83200,Ouest Toulon,29,AV,LEON JOUHAUX,29 AV LEON JOUHAUX,Appartement,4.0,64.0,117000.0,1828.12
29/02/2024,TOULON,83000,Centre / Littoral,100,RUE,GENERAL CHANGARNIER,100 RUE GENERAL CHANGARNIER,Appartement,2.0,29.0,413000.0,14241.38
29/02/2024,TOULON,83000,Centre / Littoral,100,RUE,GENERAL CHANGARNIER,100 RUE GENERAL CHANGARNIER,Appartement,2.0,26.0,413000.0,15884.62
29/02/2024,TOULON,83000,Centre / Littoral,100,RUE,GENERAL CHANGARNIER,100 RUE GENERAL CHANGARNIER,Appartement,1.0,20.0,413000.0,20650.0
29/02/2024,TOULON,83000,Centre / Littoral,100,RUE,GENERAL CHANGARNIER,100 RUE GENERAL CHANGARNIER,Appartement,2.0,38.0,413000.0,10868.42
29/02/2024,TOULON,83000,Centre / Littoral,100,RUE,GENERAL CHANGARNIER,100 RUE GENERAL CHANGARNIER,Appartement,3.0,58.0,413000.0,7120.69
11/03/2024,TOULON,83100,Est Toulon,518,AV,COLONEL PICOT,518 AV COLONEL PICOT,Appartement,2.0,28.0,68000.0,2428.57
26/02/2024,TOULON,83000,Centre / Littoral,37,RUE,PAUL LENDRIN,37 RUE PAUL LENDRIN,Appartement,2.0,52.0,150000.0,2884.62
23/02/2024,TOULON,83000,Centre / Littoral,307,AV,DU PORT DE PLAISANCE,307 AV DU PORT DE PLAISANCE,Appartement,3.0,65.0,240000.0,3692.31
15/03/2024,TOULON,83200,Ouest Toulon,9211,CD,46,9211 CD 46,Maison,2.0,16.0,537000.0,33562.5
15/03/2024,TOULON,83200,Ouest Toulon,9211,CD,46,9211 CD 46,Maison,8.0,190.0,537000.0,2826.32
13/03/2024,TOULON,83200,Ouest Toulon,218,BD,FOURNIOL,218 BD FOURNIOL,Maison,3.0,65.0,300000.0,4615.38
08/03/2024,TOULON,83000,Centre / Littoral,22,RUE,DE POMET,22 RUE DE POMET,Appartement,2.0,39.0,140000.0,3589.74
08/03/2024,TOULON,83000,Centre / Littoral,22,RUE,DE POMET,22 RUE DE POMET,Appartement,1.0,39.0,140000.0,3589.74
08/03/2024,TOULON,83000,Centre / Littoral,22,RUE,DE POMET,22 RUE DE POMET,Appartement,1.0,35.0,140000.0,4000.0
08/03/2024,TOULON,83000,Centre / Littoral,22,RUE,DE POMET,22 RUE DE POMET,Appartement,2.0,41.0,140000.0,3414.63
08/03/2024,TOULON,83000,Centre / Littoral,22,RUE,DE POMET,22 RUE DE POMET,Appartement,1.0,35.0,140000.0,4000.0
29/02/2024,TOULON,83200,Ouest Toulon,276,VC,DES GARRIGUES,276 VC DES GARRIGUES,Maison,6.0,137.0,777900.0,5678.1
11/03/2024,TOULON,83100,Est Toulon,344,CHE,DE LA RESSENCE,344 CHE DE LA RESSENCE,Appartement,4.0,77.0,226000.0,2935.06
08/03/2024,TOULON,83000,Centre / Littoral,5,RUE,FRANCOIS FABIE,5 RUE FRANCOIS FABIE,Appartement,4.0,88.0,169000.0,1920.45
08/03/2024,TOULON,83000,Centre / Littoral,90,RUE,AMIRAL NOMY,90 RUE AMIRAL NOMY,Appartement,1.0,29.0,107000.0,3689.66
27/02/2024,TOULON,83200,Ouest Toulon,451,CHE,DES BONNES HERBES,451 CHE DES BONNES HERBES,Appartement,4.0,85.0,230000.0,2705.88
09/03/2024,TOULON,83000,Centre / Littoral,1,RUE,DRAGON,1 RUE DRAGON,Appartement,2.0,40.0,66000.0,1650.0
22/02/2024,TOULON,83200,Ouest Toulon,158,AV,CLOVIS HUGUES,158 AV CLOVIS HUGUES,Maison,4.0,96.0,378000.0,3937.5
14/03/2024,TOULON,83200,Ouest Toulon,127,AV,BELLEVUE,127 AV BELLEVUE,Maison,5.0,182.0,805000.0,4423.08
14/03/2024,TOULON,83000,Centre / Littoral,9,ALL,DU DOCTEUR LAURES,9 ALL DU DOCTEUR LAURES,Appartement,4.0,68.0,125000.0,1838.24
29/02/2024,TOULON,83200,Ouest Toulon,20,BD,DE PARIS,20 BD DE PARIS,Appartement,4.0,62.0,80000.0,1290.32
08/03/2024,TOULON,83200,Ouest Toulon,170,RUE,JEAN DUVILLE,170 RUE JEAN DUVILLE,Maison,10.0,255.0,1327500.0,5205.88
08/03/2024,TOULON,83200,Ouest Toulon,170,RUE,JEAN DUVILLE,170 RUE JEAN DUVILLE,Maison,10.0,255.0,1327500.0,5205.88
12/03/2024,TOULON,83200,Ouest Toulon,96,BD,BAUCHIERE,96 BD BAUCHIERE,Appartement,1.0,22.0,92720.0,4214.55
26/02/2024,TOULON,83200,Ouest Toulon,737,CHE,DE FORGENTIER,737 CHE DE FORGENTIER,Appartement,5.0,82.0,253660.0,3093.41
15/03/2024,TOULON,83200,Ouest Toulon,34,IMP,KAIROUAN,34 IMP KAIROUAN,Appartement,3.0,49.0,109000.0,2224.49
08/03/2024,TOULON,83200,Ouest Toulon,46,BD,BARTHELEMY,46 BD BARTHELEMY,Appartement,2.0,43.0,73000.0,1697.67
12/03/2024,TOULON,83000,Centre / Littoral,90,AV,GENERAL NOGUES,90 AV GENERAL NOGUES,Appartement,3.0,69.0,179000.0,2594.2
18/03/2024,TOULON,83100,Est Toulon,325,BD,MARECHAL JOFFRE,325 BD MARECHAL JOFFRE,Appartement,2.0,55.0,72000.0,1309.09
19/03/2024,TOULON,83000,Centre / Littoral,107,PL,MARIE CURIE,107 PL MARIE CURIE,Appartement,4.0,64.0,155000.0,2421.88
19/03/2024,TOULON,83000,Centre / Littoral,23,RUE,PAUL LENDRIN,23 RUE PAUL LENDRIN,Appartement,2.0,50.0,255000.0,5100.0
19/03/2024,TOULON,83000,Centre / Littoral,23,RUE,PAUL LENDRIN,23 RUE PAUL LENDRIN,Appartement,2.0,50.0,255000.0,5100.0
19/03/2024,TOULON,83000,Centre / Littoral,23,RUE,PAUL LENDRIN,23 RUE PAUL LENDRIN,Appartement,2.0,50.0,255000.0,5100.0
19/03/2024,TOULON,83000,Centre / Littoral,23,RUE,PAUL LENDRIN,23 RUE PAUL LENDRIN,Appartement,2.0,50.0,255000.0,5100.0
19/03/2024,TOULON,83000,Centre / Littoral,23,RUE,PAUL LENDRIN,23 RUE PAUL LENDRIN,Appartement,2.0,40.0,255000.0,6375.0
20/03/2024,TOULON,83000,Centre / Littoral,81,IMP,DUTASTA,81 IMP DUTASTA,Appartement,4.0,85.0,942300.0,11085.88
08/03/2024,TOULON,83200,Ouest Toulon,893,CHE,DES BONNES HERBES,893 CHE DES BONNES HERBES,Maison,4.0,89.0,459500.0,5162.92
05/03/2024,TOULON,83000,Centre / Littoral,70,RUE,COLONEL MOLL,70 RUE COLONEL MOLL,Appartement,2.0,46.0,90000.0,1956.52
11/03/2024,TOULON,83200,Ouest Toulon,8,RUE,JEANNE D ARC,8 RUE JEANNE D ARC,Appartement,2.0,50.0,102000.0,2040.0
15/03/2024,TOULON,83000,Centre / Littoral,8,BD,DOCTEUR AMOURETTI,8 BD DOCTEUR AMOURETTI,Maison,3.0,62.0,604000.0,9741.94
26/03/2024,TOULON,83000,Centre / Littoral,64,AV,GENERAL NOGUES,64 AV GENERAL NOGUES,Appartement,5.0,103.0,181000.0,1757.28
22/03/2024,TOULON,83200,Ouest Toulon,577,CHE,DE RIGOUMEL,577 CHE DE RIGOUMEL,Appartement,3.0,71.0,192000.0,2704.23
19/03/2024,TOULON,83100,Est Toulon,32,BD,MARECHAL JOFFRE,32 BD MARECHAL JOFFRE,Appartement,1.0,35.0,58000.0,1657.14
21/03/2024,TOULON,83000,Centre / Littoral,23,RUE,LAMALGUE,23 RUE LAMALGUE,Appartement,1.0,47.0,225310.0,4793.83
18/03/2024,TOULON,83000,Centre / Littoral,179,AV,GEORGES BIZET,179 AV GEORGES BIZET,Appartement,3.0,67.0,125000.0,1865.67
18/03/2024,TOULON,83200,Ouest Toulon,234,AV,DOCTEUR FONTAN,234 AV DOCTEUR FONTAN,Appartement,1.0,25.0,60000.0,2400.0
19/03/2024,TOULON,83000,Centre / Littoral,7,RUE,ANATOLE FRANCE,7 RUE ANATOLE FRANCE,Appartement,3.0,59.0,135000.0,2288.14
07/03/2024,TOULON,83000,Centre / Littoral,349,BD,DE LA MARTILLE,349 BD DE LA MARTILLE,Appartement,4.0,120.0,415000.0,3458.33
18/03/2024,TOULON,83200,Ouest Toulon,242,TRA,RICHARD,242 TRA RICHARD,Appartement,4.0,88.0,340000.0,3863.64
20/03/2024,TOULON,83000,Centre / Littoral,543,AV,PIERRE LOTI,543 AV PIERRE LOTI,Appartement,1.0,27.0,91000.0,3370.37
20/03/2024,TOULON,83100,Est Toulon,341,RUE,PIERRE BORIES,341 RUE PIERRE BORIES,Appartement,3.0,67.0,231100.0,3449.25
21/03/2024,TOULON,83000,Centre / Littoral,60,BD,EDOUARD AIGUIER,60 BD EDOUARD AIGUIER,Appartement,3.0,59.0,254000.0,4305.08
06/03/2024,TOULON,83000,Centre / Littoral,11,AV,EMILE VINCENT,11 AV EMILE VINCENT,Appartement,3.0,73.0,155000.0,2123.29
07/03/2024,TOULON,83200,Ouest Toulon,109,AV,CHIARISOLI BEY,109 AV CHIARISOLI BEY,Appartement,3.0,80.0,390000.0,4875.0
07/03/2024,TOULON,83200,Ouest Toulon,109,AV,CHIARISOLI BEY,109 AV CHIARISOLI BEY,Appartement,2.0,50.0,390000.0,7800.0
19/03/2024,TOULON,83200,Ouest Toulon,1,RUE,D ANNAM,1 RUE D ANNAM,Appartement,2.0,32.0,240000.0,7500.0
19/03/2024,TOULON,83200,Ouest Toulon,1,RUE,D ANNAM,1 RUE D ANNAM,Appartement,2.0,32.0,240000.0,7500.0
19/03/2024,TOULON,83200,Ouest Toulon,1,RUE,D ANNAM,1 RUE D ANNAM,Appartement,3.0,71.0,240000.0,3380.28
19/03/2024,TOULON,83000,Centre / Littoral,10,RUE,LAMARTINE,10 RUE LAMARTINE,Appartement,1.0,20.0,155000.0,7750.0
19/03/2024,TOULON,83000,Centre / Littoral,10,RUE,LAMARTINE,10 RUE LAMARTINE,Appartement,1.0,20.0,155000.0,7750.0
19/03/2024,TOULON,83100,Est Toulon,41,RUE,PIERRE BORIES,41 RUE PIERRE BORIES,Appartement,1.0,21.0,62000.0,2952.38
14/03/2024,TOULON,83000,Centre / Littoral,333,AV,EDOUARD LE BELLEGOU,333 AV EDOUARD LE BELLEGOU,Appartement,5.0,102.0,280000.0,2745.1
08/03/2024,TOULON,83000,Centre / Littoral,65,CRS,LAFAYETTE,65 CRS LAFAYETTE,Appartement,1.0,34.0,110000.0,3235.29
19/03/2024,TOULON,83000,Centre / Littoral,4,BD,EUGENE PELLETAN,4 BD EUGENE PELLETAN,Appartement,2.0,38.0,105000.0,2763.16
18/03/2024,TOULON,83000,Centre / Littoral,347,BD,DE LA MARTILLE,347 BD DE LA MARTILLE,Appartement,4.0,120.0,560000.0,4666.67
14/03/2024,TOULON,83200,Ouest Toulon,88,RUE,DE PALMYRE,88 RUE DE PALMYRE,Appartement,4.0,90.0,230000.0,2555.56
29/02/2024,TOULON,83100,Est Toulon,295,RPT,MIRASOULEOU,295 RPT MIRASOULEOU,Appartement,3.0,83.0,164423.0,1981.0
26/03/2024,TOULON,83200,Ouest Toulon,5001,RUE,DEJUSSIEU PONTCARRAL,5001 RUE DEJUSSIEU PONTCARRAL,Appartement,4.0,77.0,50000.0,649.35
08/03/2024,TOULON,83100,Est Toulon,9013,CHE,DE FLORE,9013 CHE DE FLORE,Maison,5.0,124.0,1750000.0,14112.9
08/03/2024,TOULON,83100,Est Toulon,62,RUE,CHARLES LEJEUNE,62 RUE CHARLES LEJEUNE,Appartement,5.0,90.0,1750000.0,19444.44
08/03/2024,TOULON,83100,Est Toulon,62,RUE,CHARLES LEJEUNE,62 RUE CHARLES LEJEUNE,Appartement,1.0,35.0,1750000.0,50000.0
08/03/2024,TOULON,83100,Est Toulon,62,RUE,CHARLES LEJEUNE,62 RUE CHARLES LEJEUNE,Appartement,5.0,90.0,1750000.0,19444.44
